payment_id,order_id,payment_method,payment_date,amount,payment_status
PAY-01562,ORD-02091,debit_card,2024-07-18,2328.48,refunded
PAY-02278,ORD-01235,google_pay,2022-12-09,1189.46,refunded
PAY-01962,ORD-02401,debit_card,2024-02-23,771.38,success
PAY-00990,ORD-01424,google_pay,2024-07-06,1206.02,refunded
PAY-00202,ORD-02042,gift_card,2024-10-30,186.78,pending
PAY-02429,ORD-00358,google_pay,2027-08-22,16.04,success
PAY-00084,ORD-00354,credit_card,2024-02-06,284.84,success
PAY-02006,ORD-00926,credit_card,2023-04-25,1577.25,success
PAY-02475,ORD-00023,debit_card,2022-02-13,64.82,success
PAY-01995,ORD-01801,paypal,2023-06-10,24.54,failed
PAY-01726,ORD-02597,bank_transfer,2024-06-12,39.64,success
PAY-00552,ORD-02138,google_pay,2023-08-17,22.92,refunded
PAY-02667,ORD-02440,google_pay,2024-10-01,726.65,success
PAY-00804,ORD-01747,google_pay,2022-04-02,366.2,success
PAY-02923,ORD-00839,credit_card,2022-01-16,908.19,success
PAY-01419,ORD-02669,google_pay,2023-10-08,430.32,pending
PAY-01847,ORD-01681,apple_pay,2022-05-08,623.93,success
PAY-02564,ORD-01488,credit_card,2022-06-30,998.95,success
PAY-00840,ORD-02703,debit_card,2022-02-22,101.14,refunded
PAY-01944,ORD-00405,bank_transfer,2023-06-30,941.09,failed
PAY-01404,ORD-01792,gift_card,2022-07-03,511.0,refunded
PAY-00381,ORD-01256,gift_card,2022-01-29,871.21,failed
PAY-01696,ORD-00985,gift_card,2024-01-13,260.4,pending
PAY-01982,ORD-02035,paypal,2023-07-28,1091.93,success
PAY-01044,ORD-02762,paypal,2024-04-27,39.66,success
PAY-00473,ORD-00203,credit_card,2023-03-06,31.76,success
PAY-00951,ORD-00437,google_pay,2022-03-07,13.44,success
PAY-00761,ORD-02873,credit_card,2022-03-25,1232.43,success
PAY-01279,ORD-02296,google_pay,2022-09-23,2111.43,success
PAY-01837,ORD-02307,credit_card,2022-11-21,1344.79,success
PAY-01018,ORD-02543,google_pay,2022-09-10,659.59,pending
PAY-01434,ORD-02251,bank_transfer,2023-06-20,552.87,success
PAY-01680,ORD-02592,apple_pay,2023-06-22,1327.15,failed
PAY-00315,ORD-00825,debit_card,2023-02-11,255.49,success
PAY-03006,ORD-02268,credit_card,2024-04-14,127.21,pending
PAY-01961,ORD-01705,credit_card,2023-11-21,2751.99,success
PAY-02682,ORD-02000,bank_transfer,2024-09-15,413.51,success
PAY-02396,ORD-02313,gift_card,2023-01-13,112.11,success
PAY-00547,ORD-01788,apple_pay,2024-05-28,1786.56,pending
PAY-01670,ORD-02140,bank_transfer,2024-07-26,215.86,success
PAY-00169,ORD-01250,bank_transfer,2024-11-23,484.89,pending
PAY-00133,ORD-00139,credit_card,2022-08-18,1421.94,success
PAY-01780,ORD-01131,debit_card,2024-02-22,1955.82,failed
PAY-00298,ORD-00955,gift_card,2022-07-20,103.71,pending
PAY-02944,ORD-01079,bank_transfer,2024-02-02,266.22,failed
PAY-00911,ORD-01654,debit_card,2024-02-16,120.68,success
PAY-02929,ORD-01253,debit_card,2023-03-30,954.18,refunded
PAY-01872,ORD-01796,debit_card,,3467.39,pending
PAY-01145,ORD-01237,google_pay,2024-10-29,318.37,refunded
PAY-00600,ORD-01806,bank_transfer,2024-04-30,91.2,success
PAY-02190,ORD-00670,gift_card,2023-12-01,286.64,success
PAY-00340,ORD-01574,credit_card,2022-05-23,160.82,success
PAY-01335,ORD-01529,credit_card,2023-05-20,1608.64,success
PAY-01619,ORD-01158,apple_pay,2023-11-25,57.72,pending
PAY-02257,ORD-00757,paypal,2023-05-04,1076.54,pending
PAY-00430,ORD-00505,credit_card,2024-08-08,63.81,success
PAY-00856,ORD-01446,credit_card,2023-03-31,96.1,success
PAY-02566,ORD-00649,apple_pay,2022-11-02,1238.2,refunded
PAY-01336,ORD-02021,gift_card,2023-03-07,1534.57,success
PAY-03026,ORD-00801,debit_card,2023-01-20,1056.62,failed
PAY-01089,ORD-02366,credit_card,2022-05-21,54.78,failed
PAY-02268,ORD-01439,paypal,2023-01-17,1209.63,failed
PAY-03108,ORD-02371,bank_transfer,2023-10-15,398.42,success
PAY-02753,ORD-01393,debit_card,2025-08-29,28.57,success
PAY-02308,ORD-02617,apple_pay,2022-11-27,674.68,refunded
PAY-01970,ORD-01456,credit_card,2024-01-28,9271.32,success
PAY-00414,ORD-00432,paypal,2023-04-12,112.79,pending
PAY-02608,ORD-00076,credit_card,2023-05-21,70.34,success
PAY-01960,ORD-00636,debit_card,2024-05-20,914.85,failed
PAY-00946,ORD-02811,debit_card,2022-12-04,148.59,success
PAY-01142,ORD-02171,bank_transfer,2022-04-18,597.76,refunded
PAY-02162,ORD-02726,debit_card,2022-12-20,910.81,success
PAY-00288,ORD-00731,gift_card,2022-10-16,17.05,success
PAY-00712,ORD-01425,bank_transfer,2023-07-22,86.29,success
PAY-01303,ORD-02499,credit_card,2024-01-17,1879.96,success
PAY-03054,ORD-00667,debit_card,2023-07-30,49.46,failed
PAY-03067,ORD-02792,paypal,2023-10-24,937.36,success
PAY-02293,ORD-00271,paypal,2022-09-23,435.09,pending
PAY-00221,ORD-01516,credit_card,2022-10-14,1158.76,success
PAY-00114,ORD-02337,credit_card,2022-04-22,2357.75,success
PAY-02937,ORD-00335,credit_card,2022-03-17,1595.58,pending
PAY-02332,ORD-02737,paypal,2023-03-08,89.66,refunded
PAY-02851,ORD-00879,credit_card,2023-04-18,2845.1,success
PAY-02832,ORD-00895,gift_card,2024-05-05,533.33,pending
PAY-01012,ORD-02938,credit_card,2024-07-06,121.92,failed
PAY-02040,ORD-00740,debit_card,2024-10-13,1129.11,success
PAY-01217,ORD-01301,credit_card,2022-03-03,584.15,success
PAY-00453,ORD-02126,debit_card,2024-09-07,1130.21,success
PAY-00437,ORD-01735,gift_card,2027-09-02,362.59,success
PAY-00151,ORD-02813,google_pay,2022-11-12,1447.62,pending
PAY-01644,ORD-02433,apple_pay,2023-10-31,735.39,refunded
PAY-01584,ORD-02772,bank_transfer,2022-12-10,1844.05,failed
PAY-00081,ORD-01710,credit_card,2024-01-01,17.14,success
PAY-02344,ORD-00862,gift_card,2023-08-23,253.57,pending
PAY-02830,ORD-02820,credit_card,2024-02-18,1057.04,success
PAY-02113,ORD-02262,credit_card,2022-09-19,5245.37,failed
PAY-02799,ORD-00496,credit_card,2024-01-08,1548.52,success
PAY-02548,ORD-00393,credit_card,2024-09-06,16.22,success
PAY-02214,ORD-02532,debit_card,2024-04-08,1200.36,refunded
PAY-01441,ORD-00824,credit_card,2022-03-07,300.07,refunded
PAY-01568,ORD-01067,apple_pay,2022-07-21,66.82,pending
PAY-00087,ORD-00047,credit_card,2024-08-28,709.44,pending
PAY-01376,ORD-02377,apple_pay,2022-07-22,617.91,success
PAY-00093,ORD-01417,debit_card,2024-05-28,215.22,success
PAY-01517,ORD-00753,apple_pay,2024-07-17,41.38,failed
PAY-01756,ORD-01900,bank_transfer,2027-03-18,111.99,success
PAY-02948,ORD-01970,credit_card,2023-03-20,3144.71,success
PAY-00702,ORD-01715,credit_card,2024-05-06,1262.14,success
PAY-02612,ORD-01025,bank_transfer,2022-05-07,158.05,success
PAY-02251,ORD-01851,credit_card,2024-03-08,477.06,success
PAY-02108,ORD-02500,credit_card,2022-05-31,10.6,pending
PAY-01160,ORD-01314,credit_card,2022-05-06,47.42,success
PAY-00649,ORD-01327,credit_card,2022-01-10,557.97,refunded
PAY-00542,ORD-01203,gift_card,2022-11-08,63.73,refunded
PAY-01729,ORD-00922,bank_transfer,2022-12-03,1017.57,failed
PAY-01766,ORD-00068,credit_card,2022-05-11,2581.89,failed
PAY-01063,ORD-01977,credit_card,2023-02-08,580.2,success
PAY-00127,ORD-01431,paypal,2022-02-16,8.55,failed
PAY-02652,ORD-00822,bank_transfer,2024-08-03,43.14,success
PAY-02388,ORD-00601,apple_pay,2022-09-04,1483.64,refunded
PAY-01790,ORD-00718,credit_card,2022-06-01,310.52,refunded
PAY-03131,ORD-02110,debit_card,2024-05-27,1401.21,failed
PAY-01288,ORD-01720,credit_card,2023-09-10,1259.22,refunded
PAY-02972,ORD-02725,apple_pay,2024-08-29,145.94,failed
PAY-01734,ORD-01260,credit_card,2022-09-03,227.75,failed
PAY-02902,ORD-00117,google_pay,2023-05-17,584.52,pending
PAY-02375,ORD-01979,apple_pay,2024-11-27,21.49,failed
PAY-02595,ORD-01861,credit_card,2023-10-26,487.31,pending
PAY-00118,ORD-00448,google_pay,2022-12-03,553.04,refunded
PAY-00874,ORD-01213,credit_card,2024-10-28,195.36,refunded
PAY-00397,ORD-00994,google_pay,2023-06-11,264.04,refunded
PAY-01115,ORD-01629,debit_card,2022-09-06,576.88,success
PAY-01383,ORD-01823,credit_card,2024-10-13,559.07,success
PAY-01454,ORD-02695,debit_card,2023-06-04,409.85,success
PAY-02109,ORD-00163,credit_card,2022-07-23,1678.41,failed
PAY-02265,ORD-02633,credit_card,2023-06-04,181.41,refunded
PAY-01091,ORD-00953,paypal,2023-10-16,229.43,success
PAY-00432,ORD-00438,debit_card,2024-07-16,1504.96,pending
PAY-02032,ORD-02650,google_pay,2023-01-23,1406.35,pending
PAY-00842,ORD-00660,gift_card,2022-05-13,299.91,failed
PAY-02670,ORD-02951,apple_pay,2022-08-01,21.11,success
PAY-01984,ORD-02406,apple_pay,2024-10-21,249.55,success
PAY-00807,ORD-01726,credit_card,2024-03-03,1170.52,success
PAY-01473,ORD-00459,apple_pay,2023-06-29,410.49,success
PAY-01876,ORD-00594,debit_card,2023-06-28,25.34,success
PAY-00008,ORD-01607,gift_card,2023-02-10,34.4,refunded
PAY-00341,ORD-00940,bank_transfer,2023-10-20,177.92,refunded
PAY-01073,ORD-01108,bank_transfer,2024-10-06,12.54,success
PAY-01739,ORD-00348,credit_card,2023-07-15,730.19,failed
PAY-02559,ORD-02999,credit_card,2024-03-10,288.7,success
PAY-02677,ORD-02290,credit_card,2022-10-10,1794.0,success
PAY-01703,ORD-00382,paypal,,83.57,success
PAY-00387,ORD-00552,paypal,2023-10-18,399.88,success
PAY-02506,ORD-02019,UNKNOWN,2022-08-26,1666.38,success
PAY-01287,ORD-02797,credit_card,2024-11-13,321.41,success
PAY-00906,ORD-01740,paypal,2023-07-25,558.92,success
PAY-03036,ORD-00523,debit_card,2023-08-07,2382.69,success
PAY-00284,ORD-01214,apple_pay,2024-12-03,498.96,success
PAY-00529,ORD-00468,debit_card,2023-12-04,98.98,success
PAY-00976,ORD-02010,debit_card,2022-10-18,949.4,refunded
PAY-02522,ORD-01551,credit_card,2022-10-11,418.96,success
PAY-02508,ORD-02905,apple_pay,2023-02-17,3074.99,success
PAY-01983,ORD-01509,debit_card,2024-02-05,351.64,failed
PAY-00583,ORD-02240,debit_card,2024-10-26,190.18,pending
PAY-02303,ORD-02041,credit_card,2023-05-18,860.2,pending
PAY-01581,ORD-00553,credit_card,2023-09-13,1173.05,success
PAY-01311,ORD-02040,paypal,2023-03-30,59.61,success
PAY-01733,ORD-00433,gift_card,2024-03-21,16.63,success
PAY-01232,ORD-00802,paypal,2023-03-16,15.75,success
PAY-02762,ORD-02787,apple_pay,2022-01-23,1085.71,success
PAY-02931,ORD-02448,apple_pay,2024-10-23,274.32,success
PAY-01420,ORD-01597,credit_card,2023-03-27,2656.56,pending
PAY-01616,ORD-02755,credit_card,2023-06-01,362.6,success
PAY-02691,ORD-00727,bank_transfer,2022-06-15,502.73,failed
PAY-02330,ORD-01927,credit_card,2025-07-05,161.82,refunded
PAY-00083,ORD-02199,apple_pay,2023-07-15,220.56,success
PAY-01331,ORD-01423,google_pay,2024-11-03,188.63,success
PAY-02811,ORD-02801,bank_transfer,2023-09-11,3634.9,refunded
PAY-00343,ORD-02914,bank_transfer,2024-06-21,1177.46,failed
PAY-00119,ORD-00808,bank_transfer,2024-06-17,865.7,failed
PAY-02527,ORD-01406,gift_card,2024-07-28,1461.37,success
PAY-01822,ORD-00966,credit_card,2024-07-21,42.67,success
PAY-02000,ORD-01177,google_pay,2022-09-29,2778.83,success
PAY-01066,ORD-00713,apple_pay,2022-11-04,571.76,failed
PAY-02410,ORD-02649,gift_card,2024-06-28,400.9,pending
PAY-02004,ORD-02660,bank_transfer,2024-11-14,162.22,success
PAY-02051,ORD-00487,credit_card,2023-07-08,775.04,failed
PAY-00544,ORD-00551,apple_pay,,216.7,pending
PAY-00523,ORD-02450,paypal,2022-02-28,628.4,pending
PAY-02618,ORD-00357,paypal,2023-02-15,755.29,success
PAY-00478,ORD-00635,google_pay,2023-11-07,174.73,pending
PAY-00783,ORD-02574,debit_card,2023-09-16,1430.51,success
PAY-01761,ORD-02022,debit_card,2023-02-21,2976.44,refunded
PAY-02685,ORD-02129,credit_card,2024-06-08,599.7,failed
PAY-01031,ORD-00817,bank_transfer,2022-07-12,620.48,pending
PAY-02833,ORD-02152,credit_card,2024-07-08,1960.35,success
PAY-01598,ORD-01291,gift_card,2022-02-07,429.35,failed
PAY-03071,ORD-00889,debit_card,2022-05-10,1729.71,pending
PAY-02272,ORD-00044,credit_card,2023-08-26,575.54,failed
PAY-01845,ORD-01255,debit_card,2022-08-08,370.35,pending
PAY-00455,ORD-02779,credit_card,2024-05-20,1094.09,success
PAY-01722,ORD-00928,credit_card,2023-02-10,902.21,refunded
PAY-02262,ORD-02343,bank_transfer,2023-10-08,1082.42,success
PAY-00434,ORD-01412,bank_transfer,2023-07-11,464.23,success
PAY-00149,ORD-01719,google_pay,2022-12-03,404.5,success
PAY-02666,ORD-00299,paypal,2022-12-25,730.24,success
PAY-00557,ORD-01191,gift_card,2024-03-07,352.75,failed
PAY-01036,ORD-02136,credit_card,2024-10-09,47.03,failed
PAY-01504,ORD-00310,credit_card,2024-03-29,41.37,success
PAY-00982,ORD-00683,debit_card,2022-02-26,66.74,success
PAY-02735,ORD-00963,credit_card,2022-11-26,904.58,refunded
PAY-00385,ORD-00771,credit_card,2024-01-19,198.77,failed
PAY-02436,ORD-02608,gift_card,2022-04-19,451.77,success
PAY-01906,ORD-00303,apple_pay,2024-02-23,1257.11,success
PAY-01951,ORD-01474,credit_card,2024-07-24,1218.32,success
PAY-01138,ORD-02794,bank_transfer,2024-02-11,2193.93,success
PAY-00116,ORD-01395,debit_card,2022-02-06,269.19,success
PAY-00763,ORD-02795,credit_card,2022-06-07,57.96,refunded
PAY-01347,ORD-02989,google_pay,2024-07-22,16.22,success
PAY-02579,ORD-01877,debit_card,2023-03-08,755.68,pending
PAY-00329,ORD-02735,debit_card,2023-03-13,807.05,success
PAY-00686,ORD-01499,apple_pay,2023-12-08,951.89,success
PAY-02635,ORD-01370,apple_pay,2023-02-09,169.07,pending
PAY-02843,ORD-01082,debit_card,2023-06-30,314.38,success
PAY-01891,ORD-00414,credit_card,2022-11-23,88.17,failed
PAY-02660,ORD-02244,paypal,2024-02-28,272.46,failed
PAY-01489,ORD-00170,bank_transfer,2023-09-16,57.54,success
PAY-00577,ORD-02178,gift_card,2023-07-11,539.07,success
PAY-02848,ORD-00686,apple_pay,2024-01-22,308.09,success
PAY-02632,ORD-00001,debit_card,2023-10-06,1189.78,success
PAY-00862,ORD-01373,debit_card,2024-10-06,1543.08,success
PAY-02887,ORD-02224,google_pay,2024-09-03,1338.27,failed
PAY-00733,ORD-02949,debit_card,2024-03-11,160.88,pending
PAY-00286,ORD-00628,credit_card,2022-12-04,215.17,failed
PAY-01064,ORD-01977,credit_card,2023-02-09,400.91,success
PAY-01161,ORD-02966,credit_card,2024-10-07,1435.47,success
PAY-02012,ORD-01590,apple_pay,2022-05-18,222.9,success
PAY-00251,ORD-02079,paypal,2024-10-03,219.85,success
PAY-02842,ORD-02281,debit_card,2023-08-28,1210.34,refunded
PAY-00960,ORD-01270,bank_transfer,,833.35,success
PAY-00440,ORD-00375,debit_card,2024-06-08,834.64,success
PAY-01352,ORD-02404,credit_card,2024-07-20,580.39,success
PAY-01457,ORD-02002,debit_card,2027-08-19,328.8,success
PAY-03085,ORD-02424,credit_card,2022-01-08,136.09,failed
PAY-00204,ORD-02605,bank_transfer,2024-05-23,36.42,success
PAY-02495,ORD-01063,???,2023-09-15,455.48,pending
PAY-03016,ORD-01319,bank_transfer,2024-02-15,71.47,success
PAY-00726,ORD-02950,credit_card,2023-04-23,42.45,pending
PAY-01660,ORD-02814,gift_card,2022-08-25,301.3,success
PAY-00024,ORD-01922,credit_card,2022-10-23,119.98,success
PAY-00213,ORD-01697,bank_transfer,2024-12-13,757.47,success
PAY-00999,ORD-00990,paypal,2022-08-27,2948.84,pending
PAY-02187,ORD-00598,google_pay,2024-12-19,106.02,success
PAY-01130,ORD-00872,credit_card,2022-10-12,1919.0,success
PAY-00746,ORD-00945,gift_card,2023-06-04,786.99,success
PAY-01508,ORD-02273,bank_transfer,2022-07-11,1709.6,refunded
PAY-00426,ORD-01596,bank_transfer,2022-04-30,107.17,success
PAY-02859,ORD-02985,debit_card,2024-04-08,129.41,refunded
PAY-00963,ORD-00149,bank_transfer,2022-11-23,28.05,refunded
PAY-00439,ORD-00576,other,2022-06-28,620.02,failed
PAY-01988,ORD-02458,credit_card,2023-05-03,1556.96,success
PAY-03080,ORD-00185,credit_card,2023-06-19,47.04,success
PAY-02700,ORD-00855,credit_card,2022-07-28,563.49,pending
PAY-02545,ORD-02956,gift_card,2023-05-02,362.65,failed
PAY-01318,ORD-02579,credit_card,2022-07-30,46.76,success
PAY-00575,ORD-01338,google_pay,2024-01-03,157.15,success
PAY-00196,ORD-01967,credit_card,2026-08-01,876.07,refunded
PAY-01399,ORD-00092,apple_pay,2025-10-30,132.87,success
PAY-02177,ORD-00322,debit_card,2024-09-05,1196.21,failed
PAY-02132,ORD-00270,gift_card,2024-01-04,31.96,refunded
PAY-01830,ORD-02964,gift_card,2024-02-06,296.0,success
PAY-01421,ORD-01755,debit_card,2024-09-14,213.86,failed
PAY-02480,ORD-01494,gift_card,2022-01-23,388.94,success
PAY-02136,ORD-02213,google_pay,2022-12-13,1220.9,success
PAY-00970,ORD-00593,credit_card,2022-01-10,122.24,success
PAY-02144,ORD-00596,google_pay,2024-11-10,2696.7,success
PAY-00727,ORD-01454,debit_card,2022-07-24,876.3,success
PAY-01495,ORD-00205,apple_pay,2022-02-05,50.96,pending
PAY-03116,ORD-00520,google_pay,2024-09-09,203.75,success
PAY-01913,ORD-02912,bank_transfer,2023-02-07,961.95,success
PAY-00244,ORD-00977,credit_card,2022-04-13,3620.59,success
PAY-01745,ORD-00484,google_pay,2022-08-19,472.75,success
PAY-02693,ORD-02361,gift_card,2024-04-10,244.94,success
PAY-00687,ORD-01377,debit_card,2022-02-20,300.1,success
PAY-00348,ORD-01312,google_pay,2024-12-23,545.31,success
PAY-00866,ORD-01302,bank_transfer,2022-06-17,84.99,success
PAY-02585,ORD-02393,credit_card,2023-04-23,507.94,success
PAY-02560,ORD-01492,debit_card,2022-02-18,1974.8,success
PAY-02647,ORD-01664,paypal,,984.75,pending
PAY-02325,ORD-02658,credit_card,2022-09-18,259.55,success
PAY-02159,ORD-02547,credit_card,2022-04-06,3224.91,pending
PAY-00425,ORD-02692,credit_card,2023-01-15,743.27,refunded
PAY-01539,ORD-01766,paypal,2024-10-08,519.08,success
PAY-01737,ORD-02364,google_pay,2024-06-15,626.83,success
PAY-02091,ORD-01271,debit_card,2023-05-04,137.05,success
PAY-03136,ORD-00816,debit_card,2023-10-19,904.96,refunded
PAY-02277,ORD-02848,debit_card,2022-06-12,1181.83,refunded
PAY-00402,ORD-01140,credit_card,2022-10-11,108.21,failed
PAY-00616,ORD-00224,credit_card,2024-04-10,2142.21,pending
PAY-00359,ORD-00262,credit_card,2022-06-05,145.76,success
PAY-01592,ORD-01005,credit_card,2022-02-20,887.47,refunded
PAY-00045,ORD-00157,credit_card,2024-12-11,2361.89,success
PAY-00070,ORD-02334,debit_card,2023-09-16,273.9,success
PAY-03100,ORD-00308,paypal,2024-07-11,120.25,failed
PAY-01801,ORD-00497,bank_transfer,2023-06-10,200.61,pending
PAY-01536,ORD-02561,paypal,2024-04-01,13.91,success
PAY-00168,ORD-01758,credit_card,2022-10-29,105.0,success
PAY-02535,ORD-02083,debit_card,2022-10-15,29.97,failed
PAY-02015,ORD-00313,paypal,2022-05-19,127.03,failed
PAY-01453,ORD-01004,credit_card,2023-08-31,34.15,success
PAY-01177,ORD-00194,paypal,2024-06-04,49.93,success
PAY-02933,ORD-00584,credit_card,2022-09-06,75.28,pending
PAY-01942,ORD-01155,google_pay,2024-06-06,1630.3,refunded
PAY-02299,ORD-00037,bank_transfer,2022-10-17,648.19,failed
PAY-01077,ORD-02782,google_pay,2023-12-08,522.35,success
PAY-02542,ORD-00019,credit_card,2024-11-08,1061.4,success
PAY-01014,ORD-02333,bank_transfer,2023-12-19,34.38,success
PAY-01808,ORD-02441,credit_card,2022-10-12,817.39,success
PAY-00313,ORD-02232,paypal,2023-12-20,2114.73,success
PAY-01341,ORD-01809,debit_card,2024-05-19,310.02,success
PAY-02307,ORD-01219,debit_card,2024-07-04,575.45,success
PAY-02582,ORD-02717,debit_card,2024-03-28,950.57,pending
PAY-02796,ORD-02063,credit_card,2022-02-02,2204.22,success
PAY-02703,ORD-02351,apple_pay,2022-03-17,1132.6,success
PAY-00268,ORD-01875,google_pay,2022-03-11,568.81,success
PAY-00404,ORD-00717,gift_card,2022-05-19,234.25,success
PAY-03091,ORD-02846,credit_card,2023-12-08,26.38,success
PAY-02826,ORD-01884,debit_card,2024-01-25,365.81,failed
PAY-00050,ORD-01099,gift_card,2022-11-12,33.02,success
PAY-01298,ORD-02611,google_pay,2022-01-16,1724.13,failed
PAY-00562,ORD-00330,gift_card,2023-09-21,156.3,failed
PAY-02637,ORD-02498,credit_card,2024-06-02,900.73,success
PAY-01182,ORD-00911,paypal,2024-07-11,39.49,refunded
PAY-03013,ORD-00479,paypal,2024-03-19,44.98,success
PAY-01542,ORD-01151,credit_card,2023-07-08,2229.74,success
PAY-01455,ORD-02506,credit_card,2024-03-04,535.07,refunded
PAY-01174,ORD-01307,debit_card,2023-10-15,1009.47,success
PAY-02546,ORD-02729,google_pay,2023-06-15,334.95,success
PAY-01674,ORD-02219,credit_card,2022-01-07,449.13,success
PAY-02619,ORD-00053,gift_card,2024-12-08,654.19,success
PAY-00813,ORD-02957,apple_pay,2024-10-28,1098.88,pending
PAY-03130,ORD-01115,debit_card,2024-03-24,1023.24,success
PAY-02329,ORD-01369,credit_card,2024-12-19,36.28,success
PAY-01188,ORD-01869,credit_card,2022-06-16,336.22,success
PAY-01020,ORD-02439,google_pay,2022-02-14,1446.76,success
PAY-01765,ORD-02459,debit_card,2023-04-30,640.04,failed
PAY-02154,ORD-02962,credit_card,2024-08-12,337.85,success
PAY-01260,ORD-02603,credit_card,2024-12-04,255.42,success
PAY-01462,ORD-01517,credit_card,2022-11-14,109.75,success
PAY-01662,ORD-01953,google_pay,2023-02-14,630.77,refunded
PAY-02130,ORD-00728,gift_card,2024-02-18,1233.11,pending
PAY-00818,ORD-01805,paypal,2023-01-23,1484.14,success
PAY-01828,ORD-02014,paypal,2024-02-16,86.46,pending
PAY-01818,ORD-00325,apple_pay,2024-03-06,21.64,success
PAY-01237,ORD-02031,google_pay,2023-02-13,82.36,success
PAY-00811,ORD-02105,paypal,2023-08-10,25.98,success
PAY-00412,ORD-00653,paypal,2024-04-12,2434.3,pending
PAY-01144,ORD-01170,paypal,2022-11-24,749.13,success
PAY-02965,ORD-00296,credit_card,2023-02-12,537.93,success
PAY-02996,ORD-02160,credit_card,2022-01-29,43.88,success
PAY-00871,ORD-01472,debit_card,2023-12-07,789.2,success
PAY-01098,ORD-01109,debit_card,2024-09-08,274.12,pending
PAY-02471,ORD-01632,gift_card,2023-01-06,361.61,success
PAY-01724,ORD-00845,credit_card,2022-07-05,353.01,failed
PAY-00558,ORD-01191,google_pay,2024-03-06,484.47,failed
PAY-00950,ORD-02218,debit_card,2022-10-18,476.39,success
PAY-00122,ORD-02057,credit_card,2022-04-03,153.49,success
PAY-02908,ORD-01847,gift_card,2024-05-05,420.12,refunded
PAY-03143,ORD-00616,bank_transfer,2024-05-09,1010.54,success
PAY-01620,ORD-01138,gift_card,2023-03-29,1324.3,success
PAY-01908,ORD-00314,bank_transfer,2022-03-29,73.6,refunded
PAY-02056,ORD-00591,credit_card,2023-09-01,1391.12,success
PAY-02792,ORD-02807,credit_card,2022-10-20,426.98,failed
PAY-02227,ORD-01889,credit_card,2023-11-23,416.9,success
PAY-01008,ORD-00427,bank_transfer,2024-01-09,901.77,success
PAY-01373,ORD-01999,paypal,2024-11-09,336.16,success
PAY-02230,ORD-00819,gift_card,2024-11-15,120.6,refunded
PAY-01777,ORD-00161,credit_card,2023-06-30,137.22,success
PAY-01033,ORD-00679,credit_card,2023-11-17,133.74,success
PAY-02823,ORD-01048,credit_card,2022-01-27,1407.3,pending
PAY-02494,ORD-01086,credit_card,2022-10-19,790.38,success
PAY-02497,ORD-01587,debit_card,2022-10-18,83.09,pending
PAY-00841,ORD-02673,apple_pay,2023-10-10,402.37,success
PAY-02292,ORD-02865,credit_card,2024-03-06,6278.43,success
PAY-00176,ORD-00451,debit_card,2024-10-10,98.62,success
PAY-01861,ORD-00440,credit_card,2022-03-27,132.18,failed
PAY-01344,ORD-00413,google_pay,2022-04-14,893.36,success
PAY-00696,ORD-00394,credit_card,2023-10-29,349.89,success
PAY-02343,ORD-01399,paypal,2023-12-21,394.94,success
PAY-03020,ORD-01211,bank_transfer,2022-08-04,247.56,refunded
PAY-02807,ORD-00664,debit_card,2022-03-27,277.54,refunded
PAY-02421,ORD-01288,credit_card,2024-03-27,1636.08,success
PAY-01391,ORD-00253,google_pay,2023-03-22,42.51,failed
PAY-00406,ORD-00439,apple_pay,2023-12-04,769.53,refunded
PAY-00227,ORD-02323,apple_pay,2022-08-09,192.89,success
PAY-01024,ORD-01296,debit_card,2022-04-19,684.26,success
PAY-01194,ORD-00435,credit_card,2024-11-01,796.8,success
PAY-02240,ORD-01334,credit_card,2024-07-10,214.71,refunded
PAY-02942,ORD-00016,bank_transfer,2022-08-19,215.71,pending
PAY-01433,ORD-01885,debit_card,2022-06-16,69.19,refunded
PAY-02046,ORD-02431,debit_card,2024-07-06,1456.38,refunded
PAY-02876,ORD-02097,google_pay,2023-04-28,1458.24,pending
PAY-03129,ORD-01522,debit_card,2024-06-09,850.32,failed
PAY-02800,ORD-00521,gift_card,2022-07-27,687.2,success
PAY-03035,ORD-01709,apple_pay,2024-05-31,78.4,success
PAY-01204,ORD-00022,credit_card,2023-02-27,395.13,success
PAY-01720,ORD-02297,debit_card,2023-03-20,1290.53,pending
PAY-00311,ORD-02847,credit_card,2024-11-20,829.75,pending
PAY-00708,ORD-01647,debit_card,2022-02-15,732.8,refunded
PAY-00718,ORD-02111,debit_card,2022-11-17,48.81,refunded
PAY-02315,ORD-00450,gift_card,2022-12-28,440.92,success
PAY-02644,ORD-00113,google_pay,2024-07-30,123.39,success
PAY-01459,ORD-01026,paypal,2022-07-15,2601.98,failed
PAY-02465,ORD-00971,credit_card,2023-01-15,2402.55,refunded
PAY-02709,ORD-01057,debit_card,,89.11,success
PAY-00589,ORD-00312,gift_card,2022-03-18,1435.59,pending
PAY-02915,ORD-01485,debit_card,2026-01-17,295.42,success
PAY-03072,ORD-00380,google_pay,2023-11-01,1503.27,refunded
PAY-01643,ORD-02316,credit_card,2024-12-03,1133.11,success
PAY-00004,ORD-02193,credit_card,2023-01-21,10147.25,success
PAY-03069,ORD-02551,google_pay,2024-03-03,427.56,success
PAY-02276,ORD-02931,google_pay,2024-01-15,730.48,failed
PAY-02139,ORD-01056,bank_transfer,,219.77,success
PAY-02841,ORD-00168,N/A,2023-07-19,219.43,failed
