session_id,customer_id,page_url,event_type,event_timestamp,device_type,browser,referrer_source
SESS-005493,CUST-0113,/products/books,begin_checkout,2024-11-07 21:48:18,desktop,Edge,instagram
SESS-005494,CUST-0306,/checkout,remove_from_cart,2024-09-04 23:09:54,tablet,Chrome,google
SESS-005495,CUST-0118,/blog,click,2024-07-20 11:27:40,tablet,Samsung Internet,tiktok
SESS-005496,CUST-0427,/products/books,add_to_cart,2024-01-12 11:42:29,tablet,Firefox,email_campaign
SESS-005497,CUST-0298,/checkout,page_view,2024-04-26 18:05:36,mobile,Chrome,bing
SESS-005498,CUST-0304,/search,click,2024-02-17 08:54:33,mobile,Firefox,affiliate
SESS-005499,CUST-0408,/products,page_view,2024-03-02 09:36:08,desktop,Safari,direct
SESS-005500,CUST-0348,/account/orders,page_view,2024-03-07 22:53:03,tablet,Safari,facebook
SESS-005501,CUST-0163,/checkout/confirmation,page_view,2024-04-19 06:27:18,mobile,Chrome,bing
SESS-005502,CUST-0366,/blog,remove_from_cart,2024-01-07 07:58:52,desktop,Chrome,google
SESS-005503,,/contact,search,2024-06-15 16:08:23,mobile,Samsung Internet,affiliate
SESS-005504,CUST-0281,/checkout/payment,video_play,2024-10-22 15:43:34,desktop,Firefox,bing
SESS-005505,CUST-0134,/search,scroll,2024-12-26 03:37:08,desktop,Chrome,
SESS-005506,CUST-0043,/,begin_checkout,2024-08-17 03:38:27,tablet,Samsung Internet,bing
SESS-005507,,/contact,remove_from_cart,2024-05-11 12:05:11,tablet,Edge,direct
SESS-005508,CUST-0148,/products,click,2024-06-02 19:44:15,desktop,Chrome,bing
SESS-005509,,/returns,page_view,2024-09-28 09:45:49,desktop,Edge,twitter
SESS-005510,,/search,page_view,2024-04-04 03:56:03,mobile,Chrome,twitter
SESS-005511,CUST-0129,/contact,click,2024-02-02 21:26:44,desktop,Samsung Internet,direct
SESS-005512,CUST-0230,/,purchase,2024-06-04 17:30:46,desktop,Safari,email_campaign
SESS-005513,,/returns,search,2024-01-02 02:35:44,desktop,Firefox,bing
SESS-005514,CUST-0198,/contact,click,2024-02-15 20:48:29,desktop,Edge,google
SESS-005515,,/products/books,page_view,2024-07-20 06:44:29,tablet,Samsung Internet,tiktok
SESS-005516,,/about,search,2024-12-23 10:24:37,desktop,Chrome,direct
SESS-005517,CUST-0296,/products/clothing,page_view,2024-09-16 00:16:46,mobile,Chrome,bing
SESS-005518,,/blog,page_view,2024-02-09 01:45:57,desktop,Firefox,instagram
SESS-005519,CUST-0456,/account/wishlist,remove_from_cart,2024-03-22 10:58:55,bot,AhrefsBot,twitter
SESS-005520,CUST-0325,/checkout/payment,video_play,2024-01-20 19:26:54,mobile,Chrome,google
SESS-005521,CUST-0262,/returns,scroll,2024-02-05 04:57:16,tablet,Chrome,facebook
SESS-005522,,/account/orders,remove_from_cart,2024-02-08 06:42:00,tablet,Chrome,email_campaign
SESS-005523,CUST-0327,/contact,video_play,2024-05-19 09:46:44,mobile,Chrome,instagram
SESS-005524,CUST-0007,/products/home,purchase,2024-06-13 00:37:28,tablet,Firefox,instagram
SESS-005525,CUST-0341,/faq,search,2024-03-20 21:05:51,desktop,Safari,tiktok
SESS-005526,,/account,video_play,2024-08-22 22:21:48,tablet,Safari,instagram
SESS-005527,,/cart,purchase,2024-12-03 02:04:53,tablet,Samsung Internet,affiliate
SESS-005528,,/account/wishlist,begin_checkout,2024-10-13 13:41:28,mobile,Chrome,tiktok
SESS-005529,CUST-0328,/faq,video_play,2024-07-19 07:20:52,mobile,Edge,
SESS-005530,CUST-0117,/checkout/payment,click,2024-02-05 10:01:35,mobile,Samsung Internet,affiliate
SESS-005531,CUST-0145,/contact,click,2024-03-05 18:10:49,mobile,Firefox,instagram
SESS-005532,CUST-0341,/about,page_view,2024-01-13 16:18:58,desktop,Safari,
SESS-005533,,/products/clothing,page_view,2024-01-17 12:40:24,mobile,Safari,tiktok
SESS-005534,CUST-0158,/account/wishlist,page_view,2024-12-28 20:18:02,desktop,Safari,direct
SESS-005535,CUST-0395,/products/sports,page_view,2024-10-18 21:04:30,mobile,Chrome,facebook
SESS-005536,CUST-0194,/returns,add_to_cart,2024-04-13 03:26:40,tablet,Safari,email_campaign
SESS-005537,CUST-0396,/about,purchase,2024-02-26 09:50:03,desktop,Edge,tiktok
SESS-005538,CUST-0397,/products/sports,page_view,2024-03-26 21:38:02,mobile,Safari,facebook
SESS-005539,CUST-0422,/products/clothing,scroll,2024-11-29 08:21:08,tablet,Firefox,twitter
SESS-005540,CUST-0104,/products/books,video_play,2024-02-14 20:03:55,mobile,Safari,bing
SESS-005541,CUST-0172,/checkout,remove_from_cart,2024-11-18 21:02:46,tablet,Chrome,direct
SESS-005542,CUST-0086,/account/orders,purchase,2024-04-01 09:01:14,mobile,Chrome,
SESS-005543,CUST-0287,/returns,remove_from_cart,2024-05-25 17:22:47,mobile,Chrome,email_campaign
SESS-005544,,/checkout/confirmation,click,2024-02-02 22:38:19,mobile,Safari,bing
SESS-005545,CUST-0310,/account/wishlist,purchase,2024-10-05 09:23:59,tablet,Chrome,google
SESS-005546,,/about,scroll,2024-09-27 15:34:41,desktop,Safari,email_campaign
SESS-005547,,/products/electronics,click,2024-09-10 11:01:20,mobile,Safari,facebook
SESS-005548,CUST-0133,/products/sports,click,2024-04-01 06:49:59,mobile,Chrome,google
SESS-005549,CUST-0482,/returns,add_to_cart,2024-02-03 15:02:45,desktop,Samsung Internet,google
SESS-005550,CUST-0084,/products/books,remove_from_cart,2024-07-16 20:46:55,tablet,Edge,twitter
SESS-005551,CUST-0289,/products/home,click,2024-07-30 16:59:01,mobile,Samsung Internet,bing
SESS-005552,CUST-0055,/account,add_to_cart,2024-05-24 19:37:04,desktop,Safari,bing
SESS-005553,CUST-0332,/products/electronics,remove_from_cart,2024-10-12 23:25:28,mobile,Chrome,tiktok
SESS-005554,CUST-0414,/products/electronics,click,2024-04-29 16:11:47,desktop,Chrome,direct
SESS-005555,CUST-0423,/products/books,click,2024-01-28 05:31:12,bot,Bingbot,instagram
SESS-005556,,/cart,page_view,2024-04-17 19:28:36,desktop,Chrome,affiliate
SESS-005557,CUST-0370,/account/orders,search,2024-11-08 16:58:56,mobile,Chrome,
SESS-005558,,/checkout/confirmation,click,2024-06-04 05:30:34,tablet,Safari,facebook
SESS-005559,,/products/clothing,add_to_cart,2024-09-05 11:01:58,tablet,Edge,
SESS-005560,,/products/sports,page_view,2024-12-01 01:58:00,desktop,Chrome,instagram
SESS-005561,CUST-0466,/account/wishlist,search,2024-01-14 11:49:10,tablet,Edge,google
SESS-005562,CUST-0086,/products/clothing,page_view,2024-10-02 13:08:46,desktop,Firefox,tiktok
SESS-005563,CUST-0085,/checkout/payment,click,2024-07-20 04:13:40,desktop,Firefox,google
SESS-005564,CUST-0436,/cart,video_play,2024-09-03 17:41:51,desktop,Chrome,direct
SESS-005565,CUST-0165,/returns,begin_checkout,2024-05-21 02:08:58,mobile,Edge,twitter
SESS-005566,CUST-0198,/account,page_view,2024-06-11 17:41:09,mobile,Chrome,google
SESS-005567,,/cart,click,2024-02-12 19:30:46,mobile,Safari,tiktok
SESS-005568,CUST-0002,/,page_view,2024-03-20 02:01:37,tablet,Chrome,
SESS-005569,CUST-0004,/products/sports,remove_from_cart,2024-03-02 13:42:40,bot,SemrushBot,twitter
SESS-005570,,/products/electronics,scroll,2024-11-28 09:48:11,desktop,Edge,facebook
SESS-005571,CUST-0433,/checkout,begin_checkout,2024-01-04 10:52:42,mobile,Chrome,email_campaign
SESS-005572,CUST-0382,/search,begin_checkout,2024-04-30 04:17:56,mobile,Firefox,
SESS-005573,CUST-0241,/cart,click,2024-07-09 07:17:20,desktop,Safari,twitter
SESS-005574,CUST-0062,/contact,page_view,2024-11-26 01:55:31,desktop,Samsung Internet,
SESS-005575,CUST-0120,/products/clothing,remove_from_cart,2024-04-10 08:53:51,desktop,Firefox,facebook
SESS-005576,,/checkout/confirmation,purchase,2024-11-06 04:12:26,mobile,Chrome,tiktok
SESS-005577,CUST-0256,/faq,click,2024-04-23 10:12:22,mobile,Edge,
SESS-005578,CUST-0026,/products/books,scroll,2024-05-25 12:30:12,tablet,Edge,email_campaign
SESS-005579,,/search,click,2024-10-29 05:16:54,mobile,Safari,instagram
SESS-005580,CUST-0451,/products/clothing,add_to_cart,2024-10-09 09:22:38,desktop,Firefox,direct
SESS-005581,,/faq,page_view,2024-01-18 02:14:09,bot,SemrushBot,facebook
SESS-005582,CUST-0293,/products/sports,begin_checkout,2024-06-03 07:53:21,mobile,Edge,
SESS-005583,CUST-0441,/returns,search,2024-05-28 13:30:11,mobile,Chrome,email_campaign
SESS-005584,CUST-0473,/account,page_view,2024-02-20 23:45:50,tablet,Safari,bing
SESS-005585,CUST-0133,/blog,add_to_cart,2024-06-09 16:13:18,mobile,Edge,instagram
SESS-005586,,/faq,click,2024-09-14 09:53:34,mobile,Firefox,google
SESS-005587,CUST-0463,/checkout/confirmation,video_play,2024-09-02 05:09:55,mobile,Chrome,twitter
SESS-005588,CUST-0465,/checkout/confirmation,page_view,2024-09-29 14:16:30,tablet,Safari,bing
SESS-005589,CUST-0138,/returns,add_to_cart,2024-12-29 04:20:01,desktop,Safari,twitter
SESS-005590,CUST-0025,/products/home,add_to_cart,2024-01-28 02:08:29,desktop,Chrome,facebook
SESS-005591,,/products/home,video_play,2024-02-07 08:17:13,tablet,Chrome,tiktok
SESS-005592,CUST-0089,/blog,remove_from_cart,2024-06-02 18:30:53,mobile,Chrome,twitter
SESS-005593,CUST-0223,/blog,search,2024-09-01 16:09:42,desktop,Safari,google
SESS-005594,,/contact,video_play,2024-01-10 07:12:00,tablet,Safari,email_campaign
SESS-005595,CUST-0297,/products/electronics,click,2024-07-04 10:09:56,tablet,Safari,
SESS-005596,CUST-0201,/products/sports,scroll,2024-02-10 09:59:09,desktop,Chrome,
SESS-005597,CUST-0357,/account,click,2024-04-08 01:09:59,mobile,Safari,
SESS-005598,CUST-0057,/products/books,page_view,2024-09-26 05:51:59,tablet,Safari,instagram
SESS-005599,,/products/home,page_view,2024-07-08 06:46:17,mobile,Safari,direct
SESS-005600,CUST-0366,/products/home,search,2024-02-19 00:44:26,desktop,Chrome,google
SESS-005601,CUST-0324,/blog,page_view,2024-05-02 18:24:55,desktop,Safari,email_campaign
SESS-005602,CUST-0095,/account,click,2024-09-02 06:43:31,tablet,Chrome,facebook
SESS-005603,CUST-0414,/products/books,click,2024-10-06 21:05:09,mobile,Firefox,bing
SESS-005604,CUST-0442,/search,video_play,2024-04-07 22:13:46,desktop,Chrome,instagram
SESS-005605,,/checkout/payment,search,2024-12-23 05:35:04,desktop,Firefox,affiliate
SESS-005606,,/products/electronics,video_play,2024-10-20 23:13:14,mobile,Edge,tiktok
SESS-005607,CUST-0067,/faq,page_view,2024-02-20 23:35:09,tablet,Firefox,affiliate
SESS-005608,,/products/clothing,search,2024-04-28 22:17:31,desktop,Safari,bing
SESS-005609,,/products/clothing,page_view,2024-02-08 06:52:40,desktop,Edge,bing
SESS-005610,,/blog,page_view,2024-02-24 07:22:28,tablet,Chrome,google
SESS-005611,,/about,video_play,2024-08-19 02:46:46,desktop,Chrome,facebook
SESS-005612,CUST-0458,/products,remove_from_cart,2024-12-19 01:49:57,mobile,Firefox,google
SESS-005613,CUST-0049,/account/wishlist,page_view,2024-10-30 15:10:08,desktop,Samsung Internet,affiliate
SESS-005614,CUST-0474,/products/sports,add_to_cart,2024-04-13 22:20:10,tablet,Safari,
SESS-005615,CUST-0019,/checkout/payment,video_play,2024-08-26 04:11:55,tablet,Chrome,facebook
SESS-005616,CUST-0440,/,remove_from_cart,2024-09-10 00:51:56,bot,Googlebot,twitter
SESS-005617,,/contact,page_view,2024-07-02 09:38:20,tablet,Safari,direct
SESS-005618,,/account,search,2024-08-14 14:40:42,tablet,Chrome,affiliate
SESS-005619,CUST-0486,/cart,purchase,2024-08-19 15:15:04,bot,SemrushBot,twitter
SESS-005620,,/checkout/confirmation,page_view,2024-01-02 07:06:24,desktop,Edge,email_campaign
SESS-005621,,/products/home,scroll,2024-11-17 18:52:38,desktop,Firefox,tiktok
SESS-005622,,/cart,page_view,2024-12-31 12:59:55,mobile,Chrome,direct
SESS-005623,CUST-0073,/blog,click,2024-11-22 23:11:21,desktop,Edge,tiktok
SESS-005624,CUST-0045,/account/wishlist,page_view,2024-09-04 05:54:31,desktop,Chrome,instagram
SESS-005625,CUST-0036,/search,click,2024-10-27 13:07:59,tablet,Samsung Internet,google
SESS-005626,CUST-0096,/account/wishlist,page_view,2024-01-22 15:57:38,mobile,Chrome,bing
SESS-005627,,/checkout/confirmation,page_view,2024-03-01 22:32:02,tablet,Samsung Internet,tiktok
SESS-005628,CUST-0243,/faq,remove_from_cart,2024-02-16 10:43:47,tablet,Chrome,tiktok
SESS-005629,,/,page_view,2024-12-21 06:08:17,tablet,Safari,instagram
SESS-005630,CUST-0485,/products/electronics,page_view,1970-01-01 00:00:00,desktop,Safari,facebook
SESS-005631,CUST-0147,/search,add_to_cart,2024-12-16 09:03:12,mobile,Chrome,email_campaign
SESS-005632,CUST-0070,/faq,add_to_cart,2024-01-31 09:50:05,mobile,Chrome,google
SESS-005633,CUST-0459,/contact,page_view,2024-04-04 13:17:59,desktop,Edge,email_campaign
SESS-005634,CUST-0152,/products/clothing,page_view,2024-05-28 02:20:33,desktop,Samsung Internet,email_campaign
SESS-005635,,/products/home,click,2024-03-08 11:37:06,mobile,Safari,affiliate
SESS-005636,CUST-0029,/about,page_view,2024-03-13 19:35:32,mobile,Firefox,facebook
SESS-005637,CUST-0307,/products/clothing,begin_checkout,2024-03-20 17:09:27,tablet,Safari,direct
SESS-005638,CUST-0470,/cart,page_view,2024-03-07 01:28:12,tablet,Edge,
SESS-005639,CUST-0397,/checkout/confirmation,click,2024-02-29 21:37:53,desktop,Safari,google
SESS-005640,CUST-0156,/blog,remove_from_cart,2024-12-09 20:49:49,desktop,Chrome,instagram
SESS-005641,,/,click,2024-11-17 22:01:12,mobile,Safari,google
SESS-005642,CUST-0384,/products,add_to_cart,2024-06-23 12:08:23,tablet,Chrome,facebook
SESS-005643,,/products/sports,video_play,2024-06-16 02:27:20,desktop,Samsung Internet,affiliate
SESS-005644,CUST-0275,/account/wishlist,click,2024-01-18 02:42:59,bot,Googlebot,google
SESS-005645,CUST-0100,/cart,page_view,2024-04-04 22:43:27,bot,SemrushBot,tiktok
SESS-005646,CUST-0110,/cart,add_to_cart,2030-03-10 12:00:00,tablet,Chrome,twitter
SESS-005647,CUST-0287,/about,page_view,2024-04-09 16:40:50,tablet,Safari,google
SESS-005648,,/contact,click,2024-05-07 23:45:43,desktop,Chrome,affiliate
SESS-005649,,/cart,remove_from_cart,2024-03-02 05:53:17,desktop,Chrome,google
SESS-005650,,/checkout/confirmation,click,2024-04-14 18:37:35,mobile,Chrome,
SESS-005651,CUST-0120,/,add_to_cart,2024-01-11 17:53:27,tablet,Safari,email_campaign
SESS-005652,,/account/wishlist,begin_checkout,2024-04-25 09:53:37,tablet,Firefox,affiliate
SESS-005653,CUST-0095,/products/home,click,2024-01-29 08:13:32,desktop,Safari,google
SESS-005654,CUST-0088,/checkout,search,2024-11-13 22:39:55,tablet,Safari,
SESS-005655,CUST-0048,/cart,page_view,2024-11-05 08:52:49,desktop,Chrome,tiktok
SESS-005656,,/products/books,page_view,2024-05-16 07:58:55,mobile,Chrome,facebook
SESS-005657,CUST-0393,/account/orders,page_view,2024-01-01 04:22:07,desktop,Samsung Internet,email_campaign
SESS-005658,CUST-0205,/account/orders,click,2024-07-21 10:57:18,mobile,Safari,email_campaign
SESS-005659,CUST-0465,/returns,page_view,2024-11-21 19:55:25,mobile,Safari,email_campaign
SESS-005660,,/search,remove_from_cart,2024-06-15 13:05:43,tablet,Edge,affiliate
SESS-005661,CUST-0279,/account/orders,page_view,2024-06-08 19:15:36,desktop,Edge,email_campaign
SESS-005662,CUST-0412,/products,page_view,2024-06-15 21:57:07,tablet,Chrome,affiliate
SESS-005663,CUST-0368,/checkout/payment,remove_from_cart,2024-09-05 18:56:37,mobile,Firefox,affiliate
SESS-005664,,/contact,video_play,2024-06-07 05:17:38,desktop,Safari,tiktok
SESS-005665,CUST-0453,/account/wishlist,add_to_cart,2024-04-13 17:58:56,mobile,Edge,instagram
SESS-005666,,/products/sports,begin_checkout,2024-02-12 07:40:31,mobile,Chrome,
SESS-005667,CUST-0121,/cart,add_to_cart,2024-02-19 00:18:16,mobile,Chrome,affiliate
SESS-005668,,/products/clothing,page_view,2024-03-18 22:29:16,desktop,Samsung Internet,twitter
SESS-005669,CUST-0364,/products/home,page_view,2024-07-22 23:33:24,mobile,Chrome,bing
SESS-005670,CUST-0125,/checkout/payment,page_view,2024-10-30 07:58:36,mobile,Safari,google
SESS-005671,,/about,add_to_cart,2024-06-26 20:50:09,mobile,Firefox,affiliate
SESS-005672,CUST-0474,/products/electronics,page_view,2024-01-29 16:03:17,bot,Python-urllib,
SESS-005673,,/faq,click,2024-11-11 11:30:22,mobile,Chrome,twitter
SESS-005674,CUST-0419,/account,page_view,2024-10-20 20:52:43,tablet,Chrome,instagram
SESS-005675,,/contact,add_to_cart,2024-08-05 16:37:16,mobile,Chrome,facebook
SESS-005676,CUST-0429,/products,remove_from_cart,2024-02-25 05:21:26,desktop,Samsung Internet,bing
SESS-005677,CUST-0311,/products,search,2024-08-22 19:11:08,mobile,Safari,direct
SESS-005678,CUST-0206,/,purchase,2024-02-05 12:00:46,desktop,Safari,google
SESS-005679,,/checkout/confirmation,remove_from_cart,2024-03-06 17:24:01,tablet,Chrome,bing
SESS-005680,CUST-0423,/returns,scroll,2024-08-24 15:04:13,mobile,Safari,facebook
SESS-005681,,/faq,add_to_cart,2024-09-01 05:18:01,mobile,Samsung Internet,affiliate
SESS-005682,,/checkout,begin_checkout,2024-09-05 08:34:11,tablet,Samsung Internet,
SESS-005683,CUST-0423,/contact,page_view,2024-05-26 07:33:28,tablet,Safari,email_campaign
SESS-005684,CUST-0102,/account/orders,page_view,2024-01-31 07:03:03,tablet,Chrome,twitter
SESS-005685,CUST-0346,/products/books,add_to_cart,2024-03-26 15:19:04,mobile,Firefox,affiliate
SESS-005686,CUST-0307,/account/orders,remove_from_cart,2024-05-06 13:47:24,desktop,Chrome,direct
SESS-005687,CUST-0325,/account/wishlist,page_view,2024-01-04 11:48:26,tablet,Edge,tiktok
SESS-005688,,/account/wishlist,purchase,2024-11-15 02:06:23,desktop,Chrome,email_campaign
SESS-005689,CUST-0075,/checkout,page_view,2024-12-17 17:43:06,mobile,Safari,affiliate
SESS-005690,CUST-0465,/products/home,search,2024-08-03 23:22:55,desktop,Edge,facebook
SESS-005691,CUST-0489,/products/sports,begin_checkout,2024-07-24 14:25:06,desktop,Safari,twitter
SESS-005692,CUST-0446,/blog,click,2024-07-31 15:05:47,mobile,Samsung Internet,google
SESS-005693,CUST-0014,/search,page_view,2024-05-02 08:32:47,desktop,Chrome,bing
SESS-005694,,/contact,begin_checkout,2024-12-15 18:17:02,mobile,Safari,direct
SESS-005695,,/products/home,click,2024-04-25 15:07:05,mobile,Edge,tiktok
SESS-005696,,/checkout/confirmation,video_play,2024-09-22 20:29:28,mobile,Safari,google
SESS-005697,CUST-0098,/products/sports,page_view,2024-06-18 21:21:06,tablet,Samsung Internet,direct
SESS-005698,CUST-0064,/account/orders,scroll,2024-01-23 09:04:57,tablet,Safari,twitter
SESS-005699,CUST-0166,/account/orders,scroll,2024-08-26 06:01:59,desktop,Firefox,email_campaign
SESS-005700,CUST-0070,/products/sports,begin_checkout,2024-06-18 12:14:01,mobile,Safari,facebook
SESS-005701,CUST-0388,/cart,page_view,2024-09-19 01:03:52,desktop,Chrome,affiliate
SESS-005702,CUST-0256,/products/clothing,purchase,2024-05-25 07:35:33,bot,SemrushBot,google
SESS-005703,CUST-0374,/search,click,2024-03-09 22:43:55,desktop,Safari,tiktok
SESS-005704,CUST-0230,/checkout/confirmation,purchase,2024-04-11 21:45:59,desktop,Chrome,direct
SESS-005705,CUST-0047,/products/books,page_view,2024-10-02 18:33:25,mobile,Samsung Internet,email_campaign
SESS-005706,CUST-0416,/contact,page_view,2024-08-30 22:11:13,desktop,Safari,google
SESS-005707,,/blog,remove_from_cart,2024-11-15 05:20:04,mobile,Edge,twitter
SESS-005708,,/products/sports,video_play,2024-03-03 17:36:28,desktop,Chrome,bing
SESS-005709,CUST-0232,/checkout,video_play,2024-03-17 10:40:40,mobile,Chrome,
SESS-005710,CUST-0478,/checkout/confirmation,purchase,2024-05-29 03:28:39,mobile,Samsung Internet,bing
SESS-005711,CUST-0459,/about,begin_checkout,2024-11-05 21:25:54,desktop,Chrome,tiktok
SESS-005712,CUST-0456,/checkout,page_view,2024-03-16 13:54:56,tablet,Chrome,email_campaign
SESS-005713,CUST-0247,/account/wishlist,video_play,2024-11-26 15:56:30,tablet,Chrome,instagram
SESS-005714,,/blog,purchase,2024-05-02 04:55:33,mobile,Safari,email_campaign
SESS-005715,CUST-0386,/products/home,click,2024-07-28 11:47:49,desktop,Edge,bing
SESS-005716,CUST-0089,/products/books,video_play,2024-09-17 00:30:40,desktop,Firefox,twitter
SESS-005717,CUST-0340,/,page_view,2024-04-23 10:20:14,desktop,Chrome,instagram
SESS-005718,CUST-0474,/products/books,begin_checkout,2024-06-10 02:52:12,mobile,Chrome,
SESS-005719,,/account/wishlist,scroll,2024-01-31 05:39:34,mobile,Edge,twitter
SESS-005720,CUST-0040,/account/orders,scroll,2024-10-09 15:15:35,desktop,Samsung Internet,tiktok
SESS-005721,CUST-0183,/account,remove_from_cart,2024-11-13 08:46:25,mobile,Firefox,affiliate
SESS-005722,CUST-0109,/products/electronics,page_view,2024-05-13 01:38:03,desktop,Firefox,affiliate
SESS-005723,CUST-0155,/products/home,remove_from_cart,2024-08-21 00:29:56,mobile,Edge,google
SESS-005724,CUST-0112,/products/clothing,page_view,2024-04-19 10:35:53,tablet,Safari,instagram
SESS-005725,CUST-0360,/faq,page_view,2024-08-02 17:28:41,mobile,Chrome,
SESS-005726,CUST-0202,/cart,click,2024-07-18 05:03:53,mobile,Chrome,twitter
SESS-005727,CUST-0478,/account/orders,page_view,2024-12-19 20:08:20,mobile,Chrome,google
SESS-005728,CUST-0116,/account,page_view,2024-06-23 07:13:47,tablet,Samsung Internet,twitter
SESS-005729,CUST-0301,/products/electronics,page_view,2024-08-11 00:35:28,mobile,Safari,tiktok
SESS-005730,,/products/electronics,search,1970-01-01 00:00:00,mobile,Chrome,affiliate
SESS-005731,,/products/sports,remove_from_cart,2024-03-29 04:36:39,desktop,Chrome,twitter
SESS-005732,,/checkout/payment,page_view,2024-01-12 04:06:27,mobile,Firefox,affiliate
SESS-005733,,/search,search,2024-10-13 10:48:17,tablet,Edge,google
SESS-005734,CUST-0001,/checkout,add_to_cart,2024-02-10 05:39:17,desktop,Safari,
SESS-005735,CUST-0011,/products,search,2024-01-24 04:59:20,mobile,Chrome,instagram
SESS-005736,,/faq,begin_checkout,2024-07-02 11:59:25,mobile,Chrome,
SESS-005737,,/returns,video_play,2024-08-03 18:02:08,mobile,Safari,email_campaign
SESS-005738,CUST-0396,/faq,search,2024-07-22 08:10:16,desktop,Safari,google
SESS-005739,CUST-0219,/products/home,page_view,2024-04-19 11:12:10,mobile,Chrome,direct
SESS-005740,CUST-0462,/products/books,page_view,2024-10-26 08:22:25,tablet,Chrome,bing
SESS-005741,CUST-0311,/,remove_from_cart,2024-09-23 09:28:17,desktop,Edge,direct
SESS-005742,CUST-0192,/checkout,purchase,2024-10-03 01:21:05,tablet,Edge,
SESS-005743,CUST-0234,/,page_view,2024-12-12 19:40:18,tablet,Edge,email_campaign
SESS-005744,,/blog,begin_checkout,2024-03-07 14:51:18,desktop,Safari,affiliate
SESS-005745,CUST-0146,/faq,add_to_cart,2024-06-06 15:35:44,tablet,Firefox,bing
SESS-005746,,/,add_to_cart,2024-06-22 05:13:39,desktop,Edge,facebook
SESS-005747,CUST-0229,/account/orders,page_view,2024-06-10 04:27:56,desktop,Chrome,direct
SESS-005748,,/cart,begin_checkout,2024-10-06 19:58:38,desktop,Firefox,direct
SESS-005749,,/products/books,page_view,2024-09-12 01:17:13,mobile,Safari,email_campaign
SESS-005750,,/products/sports,scroll,2024-05-31 14:54:09,mobile,Chrome,tiktok
SESS-005751,CUST-0332,/search,page_view,2024-07-11 11:17:40,tablet,Chrome,direct
SESS-005752,CUST-0436,/products/home,add_to_cart,2024-05-03 19:23:25,tablet,Safari,google
SESS-005753,,/products,scroll,2024-03-23 04:26:02,desktop,Samsung Internet,bing
SESS-005754,,/checkout/confirmation,page_view,2024-03-29 19:11:43,mobile,Firefox,affiliate
SESS-005755,,/checkout,purchase,2024-08-19 02:11:53,mobile,Chrome,tiktok
SESS-005756,CUST-0068,/checkout/confirmation,page_view,2024-02-25 09:58:28,mobile,Chrome,affiliate
SESS-005757,,/faq,purchase,2024-08-07 09:50:22,tablet,Safari,bing
SESS-005758,,/cart,add_to_cart,2024-06-22 06:46:50,desktop,Chrome,bing
SESS-005759,CUST-0470,/products/electronics,click,2024-05-16 09:08:31,mobile,Safari,direct
SESS-005760,,/account/wishlist,click,2024-02-03 04:21:23,mobile,Safari,instagram
SESS-005761,CUST-0321,/,page_view,2024-03-19 05:12:44,tablet,Chrome,
SESS-005762,,/checkout/payment,purchase,2024-02-29 03:54:25,desktop,Firefox,twitter
SESS-005763,CUST-0119,/account/orders,begin_checkout,2024-01-15 02:08:45,mobile,Firefox,instagram
SESS-005764,CUST-0098,/search,click,2024-01-02 16:33:23,mobile,Chrome,bing
SESS-005765,CUST-0436,/products/books,purchase,2024-12-09 04:57:47,mobile,Safari,twitter
SESS-005766,CUST-0455,/products/home,page_view,2024-11-03 15:05:29,desktop,Safari,bing
SESS-005767,,/products/clothing,page_view,2024-05-21 10:36:24,desktop,Edge,google
SESS-005768,CUST-0036,/about,begin_checkout,2024-06-11 16:42:58,desktop,Chrome,direct
SESS-005769,CUST-0364,/checkout,video_play,2024-04-07 05:59:00,desktop,Safari,twitter
SESS-005770,CUST-0051,/checkout/confirmation,scroll,2024-08-21 23:06:06,tablet,Chrome,google
SESS-005771,CUST-0138,/checkout/payment,begin_checkout,2024-11-18 21:53:15,tablet,Samsung Internet,
SESS-005772,CUST-0310,/returns,search,2024-08-23 03:16:34,mobile,Edge,affiliate
SESS-005773,CUST-0275,/contact,video_play,2024-02-27 18:29:44,mobile,Chrome,twitter
SESS-005774,CUST-0341,/products/clothing,page_view,2024-10-23 20:14:39,desktop,Samsung Internet,google
SESS-005775,CUST-0215,/products/electronics,search,2024-02-15 19:27:29,mobile,Firefox,instagram
SESS-005776,CUST-0443,/products/home,click,2024-03-28 07:51:55,tablet,Chrome,affiliate
SESS-005777,CUST-0071,/cart,video_play,2024-07-09 12:44:39,mobile,Edge,google
SESS-005778,CUST-0069,/contact,click,2024-06-30 21:27:25,desktop,Samsung Internet,bing
SESS-005779,,/returns,click,2024-12-17 21:46:33,mobile,Safari,tiktok
SESS-005780,CUST-0047,/products/electronics,click,2024-12-11 16:13:40,mobile,Chrome,tiktok
SESS-005781,,/account/wishlist,scroll,2024-11-08 00:38:39,desktop,Firefox,google
SESS-005782,,/products/sports,click,2024-08-22 01:57:15,tablet,Edge,bing
SESS-005783,,/account,page_view,2024-02-29 14:39:01,tablet,Firefox,instagram
SESS-005784,,/faq,scroll,2024-09-17 16:24:41,mobile,Chrome,email_campaign
SESS-005785,CUST-0304,/,remove_from_cart,2024-01-30 17:10:22,mobile,Chrome,tiktok
SESS-005786,,/account,video_play,2024-08-15 02:34:36,desktop,Chrome,direct
SESS-005787,CUST-0073,/checkout,begin_checkout,2024-10-28 06:58:09,mobile,Safari,bing
